"","name","forecast.wk","value","team","season","location","target","pred.type","bin.lwr","bin.upr.strict"
"2961","p(peak_week=40)",32,0.093,"baseline","2009/2010","iquitos","peakweek","bin",40,41
"2962","p(peak_week=41)",32,0.0233,"baseline","2009/2010","iquitos","peakweek","bin",41,42
"2963","p(peak_week=42)",32,0.0126,"baseline","2009/2010","iquitos","peakweek","bin",42,43
"2964","p(peak_week=43)",32,0.0394,"baseline","2009/2010","iquitos","peakweek","bin",43,44
"2965","p(peak_week=44)",32,0.0094,"baseline","2009/2010","iquitos","peakweek","bin",44,45
"2966","p(peak_week=45)",32,0.0175,"baseline","2009/2010","iquitos","peakweek","bin",45,46
"2967","p(peak_week=46)",32,0.0061,"baseline","2009/2010","iquitos","peakweek","bin",46,47
"2968","p(peak_week=47)",32,0.0117,"baseline","2009/2010","iquitos","peakweek","bin",47,48
"2969","p(peak_week=48)",32,0.0212,"baseline","2009/2010","iquitos","peakweek","bin",48,49
"2970","p(peak_week=49)",32,0.0186,"baseline","2009/2010","iquitos","peakweek","bin",49,50
"2971","p(peak_week=50)",32,0.0047,"baseline","2009/2010","iquitos","peakweek","bin",50,51
"2972","p(peak_week=51)",32,0.0034,"baseline","2009/2010","iquitos","peakweek","bin",51,52
"2973","p(peak_week=52)",32,0.0038,"baseline","2009/2010","iquitos","peakweek","bin",52,53
"2974","point",36,34,"baseline","2009/2010","iquitos","peakweek","point",NA,NA
"2975","p(peak_week=1)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",1,2
"2976","p(peak_week=2)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",2,3
"2977","p(peak_week=3)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",3,4
"2978","p(peak_week=4)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",4,5
"2979","p(peak_week=5)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",5,6
"2980","p(peak_week=6)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",6,7
"2981","p(peak_week=7)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",7,8
"2982","p(peak_week=8)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",8,9
"2983","p(peak_week=9)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",9,10
"2984","p(peak_week=10)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",10,11
"2985","p(peak_week=11)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",11,12
"2986","p(peak_week=12)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",12,13
"2987","p(peak_week=13)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",13,14
"2988","p(peak_week=14)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",14,15
"2989","p(peak_week=15)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",15,16
"2990","p(peak_week=16)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",16,17
"2991","p(peak_week=17)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",17,18
"2992","p(peak_week=18)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",18,19
"2993","p(peak_week=19)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",19,20
"2994","p(peak_week=20)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",20,21
"2995","p(peak_week=21)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",21,22
"2996","p(peak_week=22)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",22,23
"2997","p(peak_week=23)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",23,24
"2998","p(peak_week=24)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",24,25
"2999","p(peak_week=25)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",25,26
"3000","p(peak_week=26)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",26,27
"3001","p(peak_week=27)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",27,28
"3002","p(peak_week=28)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",28,29
"3003","p(peak_week=29)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",29,30
"3004","p(peak_week=30)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",30,31
"3005","p(peak_week=31)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",31,32
"3006","p(peak_week=32)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",32,33
"3007","p(peak_week=33)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",33,34
"3008","p(peak_week=34)",36,0.507,"baseline","2009/2010","iquitos","peakweek","bin",34,35
"3009","p(peak_week=35)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",35,36
"3010","p(peak_week=36)",36,0,"baseline","2009/2010","iquitos","peakweek","bin",36,37
"3011","p(peak_week=37)",36,0.0631,"baseline","2009/2010","iquitos","peakweek","bin",37,38
"3012","p(peak_week=38)",36,0.0387,"baseline","2009/2010","iquitos","peakweek","bin",38,39
"3013","p(peak_week=39)",36,0.0539,"baseline","2009/2010","iquitos","peakweek","bin",39,40
"3014","p(peak_week=40)",36,0.1316,"baseline","2009/2010","iquitos","peakweek","bin",40,41
"3015","p(peak_week=41)",36,0.0311,"baseline","2009/2010","iquitos","peakweek","bin",41,42
"3016","p(peak_week=42)",36,0.0171,"baseline","2009/2010","iquitos","peakweek","bin",42,43
"3017","p(peak_week=43)",36,0.0513,"baseline","2009/2010","iquitos","peakweek","bin",43,44
"3018","p(peak_week=44)",36,0.0119,"baseline","2009/2010","iquitos","peakweek","bin",44,45
"3019","p(peak_week=45)",36,0.0228,"baseline","2009/2010","iquitos","peakweek","bin",45,46
"3020","p(peak_week=46)",36,0.0053,"baseline","2009/2010","iquitos","peakweek","bin",46,47
"3021","p(peak_week=47)",36,0.0112,"baseline","2009/2010","iquitos","peakweek","bin",47,48
"3022","p(peak_week=48)",36,0.0236,"baseline","2009/2010","iquitos","peakweek","bin",48,49
"3023","p(peak_week=49)",36,0.0175,"baseline","2009/2010","iquitos","peakweek","bin",49,50
"3024","p(peak_week=50)",36,0.0058,"baseline","2009/2010","iquitos","peakweek","bin",50,51
"3025","p(peak_week=51)",36,0.0038,"baseline","2009/2010","iquitos","peakweek","bin",51,52
"3026","p(peak_week=52)",36,0.0043,"baseline","2009/2010","iquitos","peakweek","bin",52,53
"3027","point",40,34,"baseline","2009/2010","iquitos","peakweek","point",NA,NA
"3028","p(peak_week=1)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",1,2
"3029","p(peak_week=2)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",2,3
"3030","p(peak_week=3)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",3,4
"3031","p(peak_week=4)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",4,5
"3032","p(peak_week=5)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",5,6
"3033","p(peak_week=6)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",6,7
"3034","p(peak_week=7)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",7,8
"3035","p(peak_week=8)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",8,9
"3036","p(peak_week=9)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",9,10
"3037","p(peak_week=10)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",10,11
"3038","p(peak_week=11)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",11,12
"3039","p(peak_week=12)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",12,13
"3040","p(peak_week=13)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",13,14
"3041","p(peak_week=14)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",14,15
"3042","p(peak_week=15)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",15,16
"3043","p(peak_week=16)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",16,17
"3044","p(peak_week=17)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",17,18
"3045","p(peak_week=18)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",18,19
"3046","p(peak_week=19)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",19,20
"3047","p(peak_week=20)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",20,21
"3048","p(peak_week=21)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",21,22
"3049","p(peak_week=22)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",22,23
"3050","p(peak_week=23)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",23,24
"3051","p(peak_week=24)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",24,25
"3052","p(peak_week=25)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",25,26
"3053","p(peak_week=26)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",26,27
"3054","p(peak_week=27)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",27,28
"3055","p(peak_week=28)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",28,29
"3056","p(peak_week=29)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",29,30
"3057","p(peak_week=30)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",30,31
"3058","p(peak_week=31)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",31,32
"3059","p(peak_week=32)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",32,33
"3060","p(peak_week=33)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",33,34
"3061","p(peak_week=34)",40,0.8283,"baseline","2009/2010","iquitos","peakweek","bin",34,35
"3062","p(peak_week=35)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",35,36
"3063","p(peak_week=36)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",36,37
"3064","p(peak_week=37)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",37,38
"3065","p(peak_week=38)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",38,39
"3066","p(peak_week=39)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",39,40
"3067","p(peak_week=40)",40,0,"baseline","2009/2010","iquitos","peakweek","bin",40,41
"3068","p(peak_week=41)",40,0.0023,"baseline","2009/2010","iquitos","peakweek","bin",41,42
"3069","p(peak_week=42)",40,0.0072,"baseline","2009/2010","iquitos","peakweek","bin",42,43
"3070","p(peak_week=43)",40,0.0381,"baseline","2009/2010","iquitos","peakweek","bin",43,44
"3071","p(peak_week=44)",40,0.0102,"baseline","2009/2010","iquitos","peakweek","bin",44,45
"3072","p(peak_week=45)",40,0.0228,"baseline","2009/2010","iquitos","peakweek","bin",45,46
"3073","p(peak_week=46)",40,0.0075,"baseline","2009/2010","iquitos","peakweek","bin",46,47
"3074","p(peak_week=47)",40,0.0141,"baseline","2009/2010","iquitos","peakweek","bin",47,48
"3075","p(peak_week=48)",40,0.0281,"baseline","2009/2010","iquitos","peakweek","bin",48,49
"3076","p(peak_week=49)",40,0.0232,"baseline","2009/2010","iquitos","peakweek","bin",49,50
"3077","p(peak_week=50)",40,0.0071,"baseline","2009/2010","iquitos","peakweek","bin",50,51
"3078","p(peak_week=51)",40,0.0046,"baseline","2009/2010","iquitos","peakweek","bin",51,52
"3079","p(peak_week=52)",40,0.0065,"baseline","2009/2010","iquitos","peakweek","bin",52,53
"3080","point",44,34,"baseline","2009/2010","iquitos","peakweek","point",NA,NA
"3081","p(peak_week=1)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",1,2
"3082","p(peak_week=2)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",2,3
"3083","p(peak_week=3)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",3,4
"3084","p(peak_week=4)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",4,5
"3085","p(peak_week=5)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",5,6
"3086","p(peak_week=6)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",6,7
"3087","p(peak_week=7)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",7,8
"3088","p(peak_week=8)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",8,9
"3089","p(peak_week=9)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",9,10
"3090","p(peak_week=10)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",10,11
"3091","p(peak_week=11)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",11,12
"3092","p(peak_week=12)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",12,13
"3093","p(peak_week=13)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",13,14
"3094","p(peak_week=14)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",14,15
"3095","p(peak_week=15)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",15,16
"3096","p(peak_week=16)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",16,17
"3097","p(peak_week=17)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",17,18
"3098","p(peak_week=18)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",18,19
"3099","p(peak_week=19)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",19,20
"3100","p(peak_week=20)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",20,21
"3101","p(peak_week=21)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",21,22
"3102","p(peak_week=22)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",22,23
"3103","p(peak_week=23)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",23,24
"3104","p(peak_week=24)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",24,25
"3105","p(peak_week=25)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",25,26
"3106","p(peak_week=26)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",26,27
"3107","p(peak_week=27)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",27,28
"3108","p(peak_week=28)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",28,29
"3109","p(peak_week=29)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",29,30
"3110","p(peak_week=30)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",30,31
"3111","p(peak_week=31)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",31,32
"3112","p(peak_week=32)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",32,33
"3113","p(peak_week=33)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",33,34
"3114","p(peak_week=34)",44,0.873,"baseline","2009/2010","iquitos","peakweek","bin",34,35
"3115","p(peak_week=35)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",35,36
"3116","p(peak_week=36)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",36,37
"3117","p(peak_week=37)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",37,38
"3118","p(peak_week=38)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",38,39
"3119","p(peak_week=39)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",39,40
"3120","p(peak_week=40)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",40,41
"3121","p(peak_week=41)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",41,42
"3122","p(peak_week=42)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",42,43
"3123","p(peak_week=43)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",43,44
"3124","p(peak_week=44)",44,0,"baseline","2009/2010","iquitos","peakweek","bin",44,45
"3125","p(peak_week=45)",44,0.0153,"baseline","2009/2010","iquitos","peakweek","bin",45,46
"3126","p(peak_week=46)",44,0.0091,"baseline","2009/2010","iquitos","peakweek","bin",46,47
"3127","p(peak_week=47)",44,0.0172,"baseline","2009/2010","iquitos","peakweek","bin",47,48
"3128","p(peak_week=48)",44,0.0363,"baseline","2009/2010","iquitos","peakweek","bin",48,49
"3129","p(peak_week=49)",44,0.0258,"baseline","2009/2010","iquitos","peakweek","bin",49,50
"3130","p(peak_week=50)",44,0.0103,"baseline","2009/2010","iquitos","peakweek","bin",50,51
"3131","p(peak_week=51)",44,0.0061,"baseline","2009/2010","iquitos","peakweek","bin",51,52
"3132","p(peak_week=52)",44,0.0069,"baseline","2009/2010","iquitos","peakweek","bin",52,53
"3133","point",48,34,"baseline","2009/2010","iquitos","peakweek","point",NA,NA
"3134","p(peak_week=1)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",1,2
"3135","p(peak_week=2)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",2,3
"3136","p(peak_week=3)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",3,4
"3137","p(peak_week=4)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",4,5
"3138","p(peak_week=5)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",5,6
"3139","p(peak_week=6)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",6,7
"3140","p(peak_week=7)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",7,8
"3141","p(peak_week=8)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",8,9
"3142","p(peak_week=9)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",9,10
"3143","p(peak_week=10)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",10,11
"3144","p(peak_week=11)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",11,12
"3145","p(peak_week=12)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",12,13
"3146","p(peak_week=13)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",13,14
"3147","p(peak_week=14)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",14,15
"3148","p(peak_week=15)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",15,16
"3149","p(peak_week=16)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",16,17
"3150","p(peak_week=17)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",17,18
"3151","p(peak_week=18)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",18,19
"3152","p(peak_week=19)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",19,20
"3153","p(peak_week=20)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",20,21
"3154","p(peak_week=21)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",21,22
"3155","p(peak_week=22)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",22,23
"3156","p(peak_week=23)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",23,24
"3157","p(peak_week=24)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",24,25
"3158","p(peak_week=25)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",25,26
"3159","p(peak_week=26)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",26,27
"3160","p(peak_week=27)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",27,28
"3161","p(peak_week=28)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",28,29
"3162","p(peak_week=29)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",29,30
"3163","p(peak_week=30)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",30,31
"3164","p(peak_week=31)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",31,32
"3165","p(peak_week=32)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",32,33
"3166","p(peak_week=33)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",33,34
"3167","p(peak_week=34)",48,0.9633,"baseline","2009/2010","iquitos","peakweek","bin",34,35
"3168","p(peak_week=35)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",35,36
"3169","p(peak_week=36)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",36,37
"3170","p(peak_week=37)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",37,38
"3171","p(peak_week=38)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",38,39
"3172","p(peak_week=39)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",39,40
"3173","p(peak_week=40)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",40,41
"3174","p(peak_week=41)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",41,42
"3175","p(peak_week=42)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",42,43
"3176","p(peak_week=43)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",43,44
"3177","p(peak_week=44)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",44,45
"3178","p(peak_week=45)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",45,46
"3179","p(peak_week=46)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",46,47
"3180","p(peak_week=47)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",47,48
"3181","p(peak_week=48)",48,0,"baseline","2009/2010","iquitos","peakweek","bin",48,49
"3182","p(peak_week=49)",48,0.0147,"baseline","2009/2010","iquitos","peakweek","bin",49,50
"3183","p(peak_week=50)",48,0.0103,"baseline","2009/2010","iquitos","peakweek","bin",50,51
"3184","p(peak_week=51)",48,0.005,"baseline","2009/2010","iquitos","peakweek","bin",51,52
"3185","p(peak_week=52)",48,0.0067,"baseline","2009/2010","iquitos","peakweek","bin",52,53
"3186","point",0,30,"baseline","2010/2011","iquitos","peakweek","point",NA,NA
"3187","p(peak_week=1)",0,1e-04,"baseline","2010/2011","iquitos","peakweek","bin",1,2
"3188","p(peak_week=2)",0,0.0074,"baseline","2010/2011","iquitos","peakweek","bin",2,3
"3189","p(peak_week=3)",0,9e-04,"baseline","2010/2011","iquitos","peakweek","bin",3,4
"3190","p(peak_week=4)",0,8e-04,"baseline","2010/2011","iquitos","peakweek","bin",4,5
"3191","p(peak_week=5)",0,0.0089,"baseline","2010/2011","iquitos","peakweek","bin",5,6
"3192","p(peak_week=6)",0,0.003,"baseline","2010/2011","iquitos","peakweek","bin",6,7
"3193","p(peak_week=7)",0,0.005,"baseline","2010/2011","iquitos","peakweek","bin",7,8
"3194","p(peak_week=8)",0,0.0129,"baseline","2010/2011","iquitos","peakweek","bin",8,9
"3195","p(peak_week=9)",0,0.0028,"baseline","2010/2011","iquitos","peakweek","bin",9,10
"3196","p(peak_week=10)",0,0.0025,"baseline","2010/2011","iquitos","peakweek","bin",10,11
"3197","p(peak_week=11)",0,0.0233,"baseline","2010/2011","iquitos","peakweek","bin",11,12
"3198","p(peak_week=12)",0,0.0097,"baseline","2010/2011","iquitos","peakweek","bin",12,13
"3199","p(peak_week=13)",0,0.0014,"baseline","2010/2011","iquitos","peakweek","bin",13,14
"3200","p(peak_week=14)",0,0.0352,"baseline","2010/2011","iquitos","peakweek","bin",14,15
"3201","p(peak_week=15)",0,0.013,"baseline","2010/2011","iquitos","peakweek","bin",15,16
"3202","p(peak_week=16)",0,0.0321,"baseline","2010/2011","iquitos","peakweek","bin",16,17
"3203","p(peak_week=17)",0,0.0107,"baseline","2010/2011","iquitos","peakweek","bin",17,18
"3204","p(peak_week=18)",0,0.0435,"baseline","2010/2011","iquitos","peakweek","bin",18,19
"3205","p(peak_week=19)",0,0.0345,"baseline","2010/2011","iquitos","peakweek","bin",19,20
"3206","p(peak_week=20)",0,0.0091,"baseline","2010/2011","iquitos","peakweek","bin",20,21
"3207","p(peak_week=21)",0,0.0193,"baseline","2010/2011","iquitos","peakweek","bin",21,22
"3208","p(peak_week=22)",0,0.0227,"baseline","2010/2011","iquitos","peakweek","bin",22,23
"3209","p(peak_week=23)",0,0.0187,"baseline","2010/2011","iquitos","peakweek","bin",23,24
"3210","p(peak_week=24)",0,0.0292,"baseline","2010/2011","iquitos","peakweek","bin",24,25
"3211","p(peak_week=25)",0,6e-04,"baseline","2010/2011","iquitos","peakweek","bin",25,26
"3212","p(peak_week=26)",0,0,"baseline","2010/2011","iquitos","peakweek","bin",26,27
"3213","p(peak_week=27)",0,1e-04,"baseline","2010/2011","iquitos","peakweek","bin",27,28
"3214","p(peak_week=28)",0,0.083,"baseline","2010/2011","iquitos","peakweek","bin",28,29
"3215","p(peak_week=29)",0,0.016,"baseline","2010/2011","iquitos","peakweek","bin",29,30
"3216","p(peak_week=30)",0,0.1167,"baseline","2010/2011","iquitos","peakweek","bin",30,31
"3217","p(peak_week=31)",0,0.0683,"baseline","2010/2011","iquitos","peakweek","bin",31,32
"3218","p(peak_week=32)",0,0.0961,"baseline","2010/2011","iquitos","peakweek","bin",32,33
"3219","p(peak_week=33)",0,0.0365,"baseline","2010/2011","iquitos","peakweek","bin",33,34
"3220","p(peak_week=34)",0,0.065,"baseline","2010/2011","iquitos","peakweek","bin",34,35
"3221","p(peak_week=35)",0,0.0564,"baseline","2010/2011","iquitos","peakweek","bin",35,36
"3222","p(peak_week=36)",0,0.0146,"baseline","2010/2011","iquitos","peakweek","bin",36,37
"3223","p(peak_week=37)",0,0.0221,"baseline","2010/2011","iquitos","peakweek","bin",37,38
"3224","p(peak_week=38)",0,0.014,"baseline","2010/2011","iquitos","peakweek","bin",38,39
"3225","p(peak_week=39)",0,0.0095,"baseline","2010/2011","iquitos","peakweek","bin",39,40
"3226","p(peak_week=40)",0,0.0134,"baseline","2010/2011","iquitos","peakweek","bin",40,41
"3227","p(peak_week=41)",0,0.0074,"baseline","2010/2011","iquitos","peakweek","bin",41,42
"3228","p(peak_week=42)",0,0.0029,"baseline","2010/2011","iquitos","peakweek","bin",42,43
"3229","p(peak_week=43)",0,0.0112,"baseline","2010/2011","iquitos","peakweek","bin",43,44
"3230","p(peak_week=44)",0,0.0028,"baseline","2010/2011","iquitos","peakweek","bin",44,45
"3231","p(peak_week=45)",0,0.0034,"baseline","2010/2011","iquitos","peakweek","bin",45,46
"3232","p(peak_week=46)",0,0.0015,"baseline","2010/2011","iquitos","peakweek","bin",46,47
"3233","p(peak_week=47)",0,0.0011,"baseline","2010/2011","iquitos","peakweek","bin",47,48
"3234","p(peak_week=48)",0,0.0034,"baseline","2010/2011","iquitos","peakweek","bin",48,49
"3235","p(peak_week=49)",0,0.0043,"baseline","2010/2011","iquitos","peakweek","bin",49,50
"3236","p(peak_week=50)",0,6e-04,"baseline","2010/2011","iquitos","peakweek","bin",50,51
"3237","p(peak_week=51)",0,3e-04,"baseline","2010/2011","iquitos","peakweek","bin",51,52
"3238","p(peak_week=52)",0,0.0021,"baseline","2010/2011","iquitos","peakweek","bin",52,53
"3239","point",4,30,"baseline","2010/2011","iquitos","peakweek","point",NA,NA
"3240","p(peak_week=1)",4,0,"baseline","2010/2011","iquitos","peakweek","bin",1,2
"3241","p(peak_week=2)",4,0,"baseline","2010/2011","iquitos","peakweek","bin",2,3
"3242","p(peak_week=3)",4,0,"baseline","2010/2011","iquitos","peakweek","bin",3,4
"3243","p(peak_week=4)",4,0,"baseline","2010/2011","iquitos","peakweek","bin",4,5
"3244","p(peak_week=5)",4,0,"baseline","2010/2011","iquitos","peakweek","bin",5,6
"3245","p(peak_week=6)",4,0,"baseline","2010/2011","iquitos","peakweek","bin",6,7
"3246","p(peak_week=7)",4,0.0013,"baseline","2010/2011","iquitos","peakweek","bin",7,8
"3247","p(peak_week=8)",4,0.004,"baseline","2010/2011","iquitos","peakweek","bin",8,9
"3248","p(peak_week=9)",4,0.0024,"baseline","2010/2011","iquitos","peakweek","bin",9,10
"3249","p(peak_week=10)",4,0.0022,"baseline","2010/2011","iquitos","peakweek","bin",10,11
"3250","p(peak_week=11)",4,0.0183,"baseline","2010/2011","iquitos","peakweek","bin",11,12
"3251","p(peak_week=12)",4,0.0098,"baseline","2010/2011","iquitos","peakweek","bin",12,13
"3252","p(peak_week=13)",4,0.0017,"baseline","2010/2011","iquitos","peakweek","bin",13,14
"3253","p(peak_week=14)",4,0.0323,"baseline","2010/2011","iquitos","peakweek","bin",14,15
"3254","p(peak_week=15)",4,0.0135,"baseline","2010/2011","iquitos","peakweek","bin",15,16
"3255","p(peak_week=16)",4,0.036,"baseline","2010/2011","iquitos","peakweek","bin",16,17
"3256","p(peak_week=17)",4,0.0101,"baseline","2010/2011","iquitos","peakweek","bin",17,18
